BA,Bahrain,15741,110448,"Americans, U.S.","Americans, U.S.",7400,5,N,eng,English,5,1,Christianity,87.000,40.000,18,A009,"North American Peoples",109,C0011,Anglo-American,104,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.153833,50.554945
BA,Bahrain,10572,100772,"Arab, Bahraini","Arab, Bahraini",777000,1,Y,abv,"Arabic, Baharna",2,6,Islam,3.400,0.900,10,A001,"Arab World",111,C0013,"Arab, Arabian",2,6,"Africa, North and Middle East",ASI,Asia,Y,Y,16,N,26.00272,50.5695
BA,Bahrain,19204,115690,"Arab, general","Arab, general",144000,4,N,afb,"Arabic, Gulf",3,6,Islam,8.500,2.500,10,A001,"Arab World",324,C0237,"Arab World, general",8,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.11632,50.54866
BA,Bahrain,11140,102927,British,British,22000,4,N,eng,English,5,1,Christianity,60.000,8.000,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,126,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.140325,50.58981
BA,Bahrain,19007,114916,Deaf,Deaf,3000,2,N,xxx,"Language unknown",0,6,Islam,9.810,,26,A017,Deaf,328,C0252,Deaf,216,6,"Africa, North and Middle East",ASI,Asia,Y,Y,,N,26.229726283441,50.579794700165
BA,Bahrain,15175,109692,"Filipino, Tagalog","Filipino, Tagalog",30000,5,N,tgl,Tagalog,5,1,Christianity,94.000,25.300,17,A008,"Malay Peoples",166,C0070,"Filipino, Central",56,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.215061,50.51786
BA,Bahrain,11982,103544,Gujarati,Gujarati,30000,1,Y,guj,Gujarati,5,5,Hinduism,2.000,0.800,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",29,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,N,26.211163396873,50.554336805
BA,Bahrain,19226,100430,"Jewish, Arabic-speaking","Jewish, Arabic-speaking",80,1,Y,afb,"Arabic, Gulf",3,4,"Ethnic Religions",0.000,0.000,15,A006,Jewish,197,C0102,Jewish,1,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,Y,26.03648,50.55428
BA,Bahrain,12640,104863,Kerinci,Kerinci,23000,1,Y,kvr,Kerinci,3,6,Islam,2.000,1.000,17,A008,"Malay Peoples",233,C0141,"Minangkabau-Rejang of Sumatra",2,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,N,26.21,50.58
BA,Bahrain,12795,105225,Korean,Korean,2700,5,N,kor,Korean,5,1,Christianity,70.000,40.000,11,A002,"East Asian Peoples",205,C0111,Korean,51,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.221775,50.557611
BA,Bahrain,12877,105458,"Kurd, Kurmanji","Kurd, Kurmanji",52000,1,Y,kmr,"Kurdish, Northern",5,6,Islam,0.010,0.010,14,A005,Persian-Median,208,C0114,Kurd,33,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,Y,26.212895427282,50.471965690964
BA,Bahrain,17433,112836,Malayali,Malayali,54000,2,N,mal,Malayalam,5,5,Hinduism,40.000,1.500,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",12,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.178866021749,50.545776055021
BA,Bahrain,14371,107987,Persian,Persian,194000,1,Y,pes,"Persian, Iranian",5,6,Islam,1.000,0.800,14,A005,Persian-Median,268,C0179,Persian,42,6,"Africa, North and Middle East",ASI,Asia,Y,N,4,N,26.08076,50.49473
BA,Bahrain,15324,109930,"South Asian, Telugu-speaking","South Asian, Telugu-speaking",30000,4,N,tel,Telugu,5,5,Hinduism,11.000,10.000,21,A012,"South Asian Peoples",468,A012,"South Asia - other",11,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.218945896936,50.536437056025
BA,Bahrain,18211,113732,"Tamil (Hindu traditions)","Tamil (Hindu traditions)",37000,4,N,tam,Tamil,5,5,Hinduism,14.000,10.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",20,6,"Africa, North and Middle East",ASI,Asia,Y,N,,N,26.204548,50.537994
BA,Bahrain,18274,113818,Turk,Turk,1500,1,Y,tur,Turkish,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,68,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,Y,26.19677,50.484017
BA,Bahrain,15727,110423,Urdu,Urdu,67000,1,Y,urd,Urdu,5,6,Islam,0.009,0.005,21,A012,"South Asian Peoples",468,A012,"South Asia - other",24,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,Y,26.16213364675,50.517759056235
IN,India,IN33,Goa,16164,"Adi Dravida",1,tam,Tamil,5,Hinduism,p16164.jpg,Y,100,100,,,,,
IN,India,IN33,Goa,16166,"Adi Karnataka",1,kan,Kannada,5,Hinduism,p16166.jpg,N,100,100,,,,,
IN,India,IN33,Goa,21312,"Agamudaiyan Nattaman",1,tam,Tamil,5,Hinduism,,N,20,20,,,,,
IN,India,IN33,Goa,16172,"Agamudaiyan unspecified",1,tam,Tamil,5,Hinduism,p16172.jpg,N,20,20,,,,,
IN,India,IN33,Goa,19163,"Ager (Hindu traditions)",1,kan,Kannada,5,Hinduism,,Y,1550,1550,,,,,
IN,India,IN33,Goa,16180,Agri,1,mar,Marathi,5,Hinduism,p16180.jpg,Y,6820,6820,,,,,
IN,India,IN33,Goa,16193,Ajila,1,mal,Malayalam,5,Hinduism,,Y,590,590,,,,,
IN,India,IN33,Goa,16215,Andh,1,mar,Marathi,5,Hinduism,p16215.jpg,Y,20,,10,,,,
IN,India,IN33,Goa,10327,Anglo,3,eng,English,1,Christianity,,N,250,,,,250,,
IN,India,IN33,Goa,16221,Ansari,1,urd,Urdu,6,Islam,p16221.jpg,Y,660,,660,,,,
IN,India,IN33,Goa,16233,"Aray Mala",1,tel,Telugu,5,Hinduism,p16233.jpg,Y,10,10,,,,,
IN,India,IN33,Goa,16250,Arayan,1,mal,Malayalam,5,Hinduism,,N,30,30,,,,,
IN,India,IN33,Goa,16241,"Arora (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",p16241.jpg,Y,100,,,,,100,
IN,India,IN33,Goa,16242,Arunthathiyar,1,tam,Tamil,5,Hinduism,p16242.jpg,Y,20,20,,,,,
IN,India,IN33,Goa,16245,"Arwa Mala",1,tam,Tamil,5,Hinduism,p16245.jpg,Y,10,10,,,,,
IN,India,IN33,Goa,16332,"Badhai (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16332.jpg,Y,18740,18740,,,,,
IN,India,IN33,Goa,18327,Bagdi,1,hin,Hindi,5,Hinduism,p18327.jpg,Y,40,40,,,,,
IN,India,IN33,Goa,16281,"Bagdi (Hindu traditions)",1,ben,Bengali,5,Hinduism,p16281.jpg,Y,60,60,,,,,
IN,India,IN33,Goa,10564,Baha'i,1,hin,Hindi,8,"Other / Small",p10564.jpg,Y,120,,,,,,120
IN,India,IN33,Goa,16292,Bahrupi,1,mar,Marathi,5,Hinduism,,N,110,110,,,,,
IN,India,IN33,Goa,16294,Baira,1,kan,Kannada,5,Hinduism,p16294.jpg,Y,50,50,,,,,
IN,India,IN33,Goa,16297,"Bairagi (Hindu traditions)",1,ben,Bengali,5,Hinduism,p16297.jpg,Y,1010,1010,,,,,
IN,India,IN33,Goa,21586,Bakad,1,hin,Hindi,5,Hinduism,,Y,650,650,,,,,
IN,India,IN33,Goa,16306,Bakuda,1,tam,Tamil,5,Hinduism,,Y,20,20,,,,,
IN,India,IN33,Goa,16307,Balagai,1,kan,Kannada,5,Hinduism,,Y,30,30,,,,,
IN,India,IN33,Goa,16309,"Balai (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16309.jpg,N,30,30,,,,,
IN,India,IN33,Goa,16312,"Balija (Hindu traditions)",1,kan,Kannada,5,Hinduism,p16312.jpg,Y,280,280,,,,,
IN,India,IN33,Goa,19009,"Bandi (Hindu traditions)",1,tam,Tamil,5,Hinduism,,Y,960,960,,,,,
IN,India,IN33,Goa,19688,"Bania Agarwal",1,hin,Hindi,5,Hinduism,p19688.jpg,Y,3000,2910,,,,,90
IN,India,IN33,Goa,20831,"Bania Chaturth",1,mar,Marathi,8,"Other / Small",,Y,150,,,,,,150
IN,India,IN33,Goa,19695,"Bania Chetti",1,tam,Tamil,5,Hinduism,p19695.jpg,Y,6040,6040,,,,,
IN,India,IN33,Goa,19699,"Bania Gujar",1,guj,Gujarati,5,Hinduism,,Y,2210,2210,,,,,
IN,India,IN33,Goa,19701,"Bania Kasar",1,hin,Hindi,5,Hinduism,,Y,1320,1310,,,,,10
IN,India,IN33,Goa,19706,"Bania Khedayata",1,guj,Gujarati,5,Hinduism,p19706.jpg,Y,70,70,,,,,
IN,India,IN33,Goa,19707,"Bania Komti",1,tel,Telugu,5,Hinduism,p19707.jpg,Y,2800,2800,,,,,
IN,India,IN33,Goa,19713,"Bania Mahur",1,hin,Hindi,5,Hinduism,p19713.jpg,Y,2710,2710,,,,,
IN,India,IN33,Goa,21470,"Bania Pancham",1,kan,Kannada,8,"Other / Small",,Y,120,,,,,,120
