ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
AG,Algeria,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",33607000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.008,10,A001,"Arab World",115,C0017,"Arab, Maghreb",19,6,"Africa, North and Middle East",AFR,Africa,Y,Y,672,Y,35.997424582778,5.3894385742308
AG,Algeria,11722,102879,"Arab, Egyptian","Arab, Egyptian",19000,2,N,arz,"Arabic, Egyptian",5,6,Islam,11.000,2.000,10,A001,"Arab World",163,C0067,Egyptian,35,6,"Africa, North and Middle East",AFR,Africa,Y,N,,N,36.7094131459,3.0980959429734
AG,Algeria,12247,104056,"Arab, Iraqi","Arab, Iraqi",4900,1,Y,acm,"Arabic, Mesopotamian",4,6,Islam,0.699,0.699,10,A001,"Arab World",113,C0015,"Arab, Levant",24,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,N,28.489469999841,1.2837699999855
AG,Algeria,13819,106804,"Arab, Moroccan","Arab, Moroccan",191000,1,Y,ary,"Arabic, Moroccan",4,6,Islam,0.150,0.150,10,A001,"Arab World",115,C0017,"Arab, Maghreb",22,6,"Africa, North and Middle East",AFR,Africa,Y,N,4,N,35.672831999697,-0.62589500035398
AG,Algeria,11633,102751,"Bedouin, Dui-Menia","Bedouin, Dui-Menia",86000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,30.865610011693,-2.458410720978
AG,Algeria,12944,105567,"Bedouin, Laguat","Bedouin, Laguat",21000,1,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.000,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,33.957392275833,3.1038444490621
AG,Algeria,13922,107028,"Bedouin, Nail","Bedouin, Nail",41000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,34.144958856766,4.5888454756382
AG,Algeria,14584,108427,"Bedouin, Ruarha","Bedouin, Ruarha",87000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,10,A001,"Arab World",115,C0017,"Arab, Maghreb",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,33.525464069611,6.0144300761871
AG,Algeria,14938,108988,"Bedouin, Sidi","Bedouin, Sidi",21000,1,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.009,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,27.611487999871,-3.4309989999039
AG,Algeria,15095,109560,"Bedouin, Suafa","Bedouin, Suafa",138000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,3,Y,33.957422035299,6.8498715191553
AG,Algeria,16103,111176,"Bedouin, Ziban","Bedouin, Ziban",21000,1,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.000,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,28.419452000409,-5.9446670001819
AG,Algeria,10774,101223,Belbali,Belbali,3900,1,Y,kcy,Korandje,0,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",288,C0199,Songhai,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,29.51367,-2.56296
AG,Algeria,12217,104002,Berber,Berber,1737000,1,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.100,0.090,10,A001,"Arab World",145,C0049,Berber-Shilha,6,6,"Africa, North and Middle East",AFR,Africa,Y,Y,35,Y,33.563667000332,-0.28592999976968
AG,Algeria,11199,103014,"Berber, Figig","Berber, Figig",87000,1,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.019,0.000,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,31.963206422938,-0.96109865098197
AG,Algeria,12399,104365,"Berber, Kabyle","Berber, Kabyle",6565000,1,Y,kab,Kabyle,5,6,Islam,0.250,0.240,10,A001,"Arab World",142,C0046,Berber-Kabyle,5,6,"Africa, North and Middle East",AFR,Africa,Y,Y,131,N,36.39003,4.55784
AG,Algeria,13669,106536,"Berber, Menasser","Berber, Menasser",87000,1,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.000,0.000,10,A001,"Arab World",145,C0049,Berber-Shilha,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,32.948037875248,-0.59003947464203
AG,Algeria,13842,106837,"Berber, Mozabite","Berber, Mozabite",198000,1,Y,mzb,Tumzabt,0,6,Islam,0.000,0.000,10,A001,"Arab World",141,C0045,Berber-Saharan,2,6,"Africa, North and Middle East",AFR,Africa,Y,Y,4,Y,32.47268,3.84135
AG,Algeria,10803,101275,"Berber, Rif","Berber, Rif",500,1,Y,rif,Tarifit,4,6,Islam,0.019,0.005,10,A001,"Arab World",143,C0047,Berber-Rif,4,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,Y,35.83907,-0.34831
AG,Algeria,14899,108925,"Berber, Shawiya","Berber, Shawiya",2428000,1,Y,shy,Tachawit,3,6,Islam,0.000,0.000,10,A001,"Arab World",144,C0048,Berber-Shawiya,6,6,"Africa, North and Middle East",AFR,Africa,Y,Y,49,Y,35.27603,6.93694
AG,Algeria,14911,108945,"Berber, Southern Shilha","Berber, Southern Shilha",6800,1,Y,shi,Tachelhit,4,6,Islam,0.090,0.000,10,A001,"Arab World",145,C0049,Berber-Shilha,3,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,29.29423,-7.3006
AG,Algeria,15609,110235,"Berber, Taznatit","Berber, Taznatit",13000,1,Y,grr,Taznatit,3,6,Islam,0.009,0.009,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,29.1496,0.10051
AG,Algeria,15473,110042,"Berber, Tidikelt","Berber, Tidikelt",1100,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.029,0.010,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,26.91172,1.79388
AG,Algeria,15572,110182,"Berber, Tougourt","Berber, Tougourt",8600,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.050,0.040,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,33.31437,6.0497
AG,Algeria,11140,102927,British,British,800,4,N,eng,English,5,1,Christianity,71.000,8.000,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,126,6,"Africa, North and Middle East",AFR,Africa,Y,N,,N,36.740581,3.047684
AG,Algeria,11321,102070,Chenoua,Chenoua,108000,1,Y,cnu,Chenoua,0,6,Islam,0.000,0.000,10,A001,"Arab World",142,C0046,Berber-Kabyle,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,36.60729,2.19664
AG,Algeria,19206,115066,"Chinese, general","Chinese, general",38000,1,Y,cmn,"Chinese, Mandarin",5,7,Non-Religious,1.000,0.800,11,A002,"East Asian Peoples",161,C0065,Chinese,64,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,N,36.685411,3.21938
AG,Algeria,19007,114916,Deaf,Deaf,231000,1,Y,asp,"Algerian Sign Language",2,6,Islam,0.280,,26,A017,Deaf,328,C0252,Deaf,216,6,"Africa, North and Middle East",AFR,Africa,Y,Y,5,N,36.4762,3.5462
AG,Algeria,11234,103059,French,French,14000,3,N,fra,French,5,1,Christianity,66.000,0.400,12,A003,"Eurasian Peoples",172,C0076,French,113,6,"Africa, North and Middle East",AFR,Africa,Y,N,,N,31.6094,2.49053
AG,Algeria,12070,103733,Hausa,Hausa,12000,1,Y,hau,Hausa,5,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",186,C0090,Hausa,16,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,Y,26.500632070714,8.4774009329067
AG,Algeria,12178,103948,Idaksahak,Idaksahak,3900,1,Y,dsq,Tadaksahak,1,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",288,C0199,Songhai,2,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,Y,29.412615339626,-3.2866031785938
AG,Algeria,18364,113933,Ouargla,Ouargla,24000,1,Y,oua,Tagargrent,0,6,Islam,0.050,0.020,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,31.94879,5.27286
